,round,steps,score
0,1384,125,37
0,1385,36,14
0,1386,185,50
0,1387,139,43
0,1388,120,35
0,1389,27,7
0,1390,194,50
0,1391,44,15
0,1392,90,28
0,1393,178,50
0,1394,246,50
0,1395,173,50
0,1396,151,32
0,1397,92,32
0,1398,128,29
0,1399,198,49
0,1400,152,45
0,1401,21,6
0,1402,208,50
0,1403,45,17
0,1404,101,24
0,1405,20,5
0,1406,36,8
0,1407,114,29
0,1408,68,24
0,1409,77,24
0,1410,178,44
0,1411,78,21
0,1412,86,30
0,1413,196,31
0,1414,39,18
0,1415,209,49
0,1416,251,49
0,1417,186,49
0,1418,237,50
0,1419,241,39
0,1420,97,24
0,1421,80,27
0,1422,197,50
0,1423,109,36
0,1424,142,46
0,1425,148,38
0,1426,7,2
0,1427,328,50
0,1428,218,50
0,1429,86,30
0,1430,171,50
0,1431,9,2
0,1432,115,35
0,1433,40,14
0,1434,80,23
0,1435,120,42
0,1436,9,1
0,1437,9,3
0,1438,186,50
0,1439,254,50
0,1440,400,49
0,1441,294,49
0,1442,210,49
0,1443,132,36
0,1444,200,50
0,1445,81,27
0,1446,190,50
0,1447,185,50
0,1448,5,0
0,1449,124,23
