,round,steps,score
0,735,6,0
0,736,11,0
0,737,13,0
0,738,7,0
0,739,14,0
0,740,7,0
0,741,10,0
0,742,7,0
0,743,6,0
0,744,7,0
0,745,25,0
0,746,7,0
0,747,181,1
0,748,166,0
0,749,252,2
0,750,34,0
0,751,15,0
0,752,6,0
0,753,7,0
0,754,39,0
0,755,23,1
0,756,24,0
0,757,13,0
0,758,73,0
0,759,89,0
0,760,13,0
0,761,14,0
0,762,7,0
0,763,7,0
0,764,18,1
0,765,34,1
0,766,13,0
0,767,6,0
0,768,14,0
0,769,6,0
0,770,6,0
0,771,13,0
0,772,6,0
0,773,7,0
0,774,15,0
0,775,15,0
0,776,7,0
0,777,7,0
0,778,6,0
0,779,7,0
0,780,16,0
0,781,18,0
0,782,7,0
0,783,7,0
0,784,6,0
0,785,6,0
0,786,7,0
0,787,375,0
0,788,29,1
0,789,6,0
0,790,88,0
0,791,6,0
0,792,7,0
0,793,7,0
0,794,13,0
0,795,7,0
0,796,110,0
0,797,20,0
0,798,13,0
0,799,13,0
0,800,7,0
0,801,7,0
0,802,7,0
0,803,71,0
0,804,7,0
0,805,7,0
0,806,7,0
0,807,18,0
0,808,7,0
0,809,158,1
0,810,27,0
0,811,7,0
0,812,7,0
0,813,26,0
0,814,18,0
0,815,7,0
0,816,7,0
0,817,7,0
0,818,24,0
0,819,23,0
0,820,7,0
0,821,6,0
0,822,7,0
0,823,25,0
0,824,7,0
0,825,7,0
0,826,7,0
0,827,6,0
0,828,7,0
0,829,7,0
0,830,7,0
0,831,20,0
0,832,7,0
0,833,7,0
0,834,24,0
0,835,129,1
0,836,34,1
0,837,13,0
0,838,7,0
0,839,29,0
0,840,6,0
0,841,7,0
0,842,21,0
0,843,7,0
0,844,7,0
0,845,7,0
0,846,21,0
0,847,7,0
0,848,16,0
0,849,7,0
0,850,7,0
0,851,6,0
0,852,7,0
0,853,20,0
0,854,7,0
0,855,27,0
0,856,7,0
0,857,7,0
0,858,7,0
0,859,7,0
0,860,6,0
0,861,21,0
0,862,7,0
0,863,7,0
0,864,13,0
0,865,54,0
0,866,21,0
0,867,15,0
0,868,7,0
0,869,7,0
0,870,7,0
0,871,386,0
0,872,16,0
0,873,15,0
0,874,7,0
0,875,6,0
0,876,13,0
0,877,9,0
0,878,7,0
0,879,13,0
0,880,23,0
0,881,21,0
0,882,24,0
0,883,50,0
0,884,14,0
0,885,13,0
0,886,6,0
0,887,7,0
0,888,7,0
0,889,7,0
0,890,7,0
0,891,27,0
0,892,7,0
0,893,7,0
0,894,7,0
0,895,7,0
0,896,7,0
0,897,7,0
0,898,13,0
0,899,22,0
0,900,7,0
0,901,6,0
0,902,7,0
0,903,13,0
0,904,7,0
0,905,7,0
0,906,7,0
0,907,7,0
0,908,7,0
0,909,7,0
0,910,6,0
0,911,7,0
0,912,7,0
0,913,7,0
0,914,15,0
0,915,6,0
0,916,17,0
0,917,25,0
0,918,27,0
0,919,17,0
0,920,7,0
0,921,7,0
0,922,7,0
0,923,7,0
0,924,13,0
0,925,7,0
0,926,7,0
0,927,6,0
0,928,13,0
0,929,7,0
0,930,7,0
0,931,13,0
0,932,7,0
0,933,24,1
0,934,23,0
0,935,7,0
0,936,14,0
0,937,25,1
0,938,7,0
0,939,6,0
0,940,14,0
0,941,7,0
0,942,21,1
0,943,7,0
0,944,7,0
0,945,7,0
0,946,7,0
0,947,7,0
0,948,7,0
0,949,7,0
0,950,26,0
0,951,7,0
0,952,13,0
0,953,13,0
0,954,23,0
0,955,178,0
0,956,14,0
0,957,20,0
0,958,6,0
0,959,7,0
0,960,23,0
0,961,7,0
0,962,21,0
0,963,9,0
0,964,24,0
0,965,7,0
0,966,23,0
0,967,9,0
0,968,91,0
0,969,13,0
0,970,13,0
0,971,7,0
0,972,21,0
0,973,7,0
0,974,7,0
0,975,400,0
0,976,6,0
0,977,35,0
0,978,21,0
0,979,60,1
0,980,7,0
0,981,33,0
0,982,14,0
0,983,15,0
0,984,18,1
0,985,33,1
0,986,13,0
0,987,51,0
0,988,14,0
0,989,7,0
0,990,7,0
0,991,7,0
0,992,123,1
0,993,14,0
0,994,51,0
0,995,21,0
0,996,83,0
0,997,7,0
0,998,15,0
0,999,25,0
0,1000,24,0
0,1001,13,0
0,1002,6,0
0,1003,13,0
0,1004,23,0
0,1005,14,0
0,1006,13,0
0,1007,7,0
0,1008,6,0
0,1009,16,0
0,1010,23,1
0,1011,14,0
0,1012,14,0
0,1013,24,0
0,1014,6,0
0,1015,7,0
0,1016,257,0
0,1017,21,0
0,1018,25,0
0,1019,138,0
0,1020,9,0
0,1021,7,0
0,1022,23,0
0,1023,6,0
0,1024,25,0
0,1025,7,0
0,1026,15,0
0,1027,7,0
0,1028,7,0
0,1029,7,0
0,1030,21,0
0,1031,6,0
0,1032,7,0
0,1033,23,1
0,1034,7,0
0,1035,30,0
0,1036,20,0
0,1037,7,0
0,1038,21,0
0,1039,14,0
0,1040,32,0
0,1041,15,0
0,1042,76,0
0,1043,25,0
0,1044,7,0
0,1045,11,0
0,1046,14,0
0,1047,6,0
0,1048,13,0
0,1049,27,0
0,1050,400,0
0,1051,7,0
0,1052,7,0
0,1053,13,0
0,1054,13,0
0,1055,7,0
0,1056,75,1
0,1057,7,0
0,1058,6,0
0,1059,9,0
0,1060,13,0
0,1061,29,0
0,1062,7,0
0,1063,7,0
0,1064,7,0
0,1065,7,0
0,1066,30,0
0,1067,7,0
0,1068,21,0
0,1069,7,0
0,1070,7,0
0,1071,7,0
0,1072,400,0
0,1073,7,0
0,1074,27,0
0,1075,26,0
0,1076,25,0
0,1077,33,0
0,1078,7,0
0,1079,7,0
0,1080,6,0
0,1081,15,0
0,1082,6,0
0,1083,13,0
0,1084,7,0
0,1085,14,0
0,1086,19,0
0,1087,6,0
0,1088,7,0
0,1089,14,0
0,1090,7,0
0,1091,20,0
0,1092,7,0
0,1093,7,0
0,1094,14,0
0,1095,21,1
0,1096,6,0
0,1097,52,0
0,1098,13,0
0,1099,13,0
0,1100,400,2
0,1101,9,0
0,1102,26,0
0,1103,14,0
0,1104,20,1
0,1105,24,0
0,1106,6,0
0,1107,14,0
0,1108,14,0
0,1109,16,0
0,1110,400,2
0,1111,34,1
0,1112,27,0
0,1113,14,0
0,1114,7,0
0,1115,34,0
0,1116,7,0
0,1117,32,0
0,1118,13,0
0,1119,22,0
0,1120,6,0
0,1121,7,0
0,1122,110,1
0,1123,20,0
0,1124,26,0
0,1125,6,0
0,1126,7,0
0,1127,7,0
0,1128,7,0
0,1129,7,0
0,1130,13,0
0,1131,47,0
0,1132,7,0
0,1133,7,0
0,1134,35,0
0,1135,39,1
0,1136,6,0
0,1137,7,0
0,1138,7,0
0,1139,7,0
0,1140,7,0
0,1141,22,1
0,1142,7,0
0,1143,28,0
0,1144,13,0
0,1145,7,0
0,1146,13,0
0,1147,7,0
0,1148,23,0
0,1149,6,0
0,1150,7,0
0,1151,6,0
0,1152,47,0
0,1153,14,0
0,1154,131,0
0,1155,14,0
0,1156,7,0
0,1157,31,0
0,1158,6,0
0,1159,29,0
0,1160,7,0
0,1161,7,0
0,1162,7,0
0,1163,15,0
0,1164,7,0
0,1165,6,0
0,1166,21,1
0,1167,14,0
0,1168,14,0
0,1169,13,0
0,1170,7,0
0,1171,6,0
0,1172,45,0
0,1173,7,0
0,1174,7,0
0,1175,7,0
0,1176,7,0
0,1177,7,0
0,1178,23,1
0,1179,14,0
0,1180,104,0
0,1181,13,0
0,1182,57,1
0,1183,13,0
0,1184,7,0
0,1185,7,0
0,1186,13,0
0,1187,7,0
0,1188,13,0
0,1189,240,1
0,1190,8,0
0,1191,7,0
0,1192,379,1
0,1193,16,0
0,1194,14,0
0,1195,400,0
0,1196,7,0
0,1197,15,0
0,1198,13,0
0,1199,83,0
0,1200,7,0
0,1201,6,0
0,1202,14,0
0,1203,6,0
0,1204,7,0
0,1205,6,0
0,1206,6,0
0,1207,7,0
0,1208,14,0
0,1209,75,0
0,1210,7,0
0,1211,7,0
0,1212,7,0
0,1213,7,0
0,1214,23,1
0,1215,7,0
0,1216,28,0
0,1217,14,0
0,1218,7,0
0,1219,7,0
0,1220,26,1
0,1221,9,0
0,1222,7,0
0,1223,6,0
0,1224,13,0
0,1225,7,0
0,1226,13,0
0,1227,7,0
0,1228,7,0
0,1229,7,0
0,1230,21,2
0,1231,14,0
0,1232,11,0
0,1233,24,1
0,1234,7,0
0,1235,14,0
0,1236,7,0
0,1237,7,0
0,1238,6,0
0,1239,400,1
0,1240,7,0
0,1241,7,0
0,1242,20,1
0,1243,6,0
0,1244,7,0
0,1245,7,0
0,1246,19,0
0,1247,14,0
0,1248,7,0
0,1249,7,0
0,1250,61,0
0,1251,7,0
0,1252,7,0
0,1253,25,0
0,1254,24,0
0,1255,7,0
0,1256,38,0
0,1257,70,0
0,1258,13,0
0,1259,15,0
0,1260,19,1
0,1261,7,0
0,1262,7,0
0,1263,7,0
0,1264,95,0
0,1265,7,0
0,1266,7,0
0,1267,14,0
0,1268,9,0
0,1269,7,0
0,1270,6,0
0,1271,7,0
0,1272,7,0
0,1273,7,0
0,1274,24,1
0,1275,13,0
0,1276,7,0
0,1277,13,0
0,1278,14,0
0,1279,242,1
0,1280,6,0
0,1281,23,0
0,1282,16,0
0,1283,27,0
0,1284,15,0
0,1285,16,0
0,1286,13,0
0,1287,6,0
0,1288,6,0
0,1289,14,0
0,1290,7,0
0,1291,175,0
0,1292,7,0
0,1293,25,0
0,1294,15,0
0,1295,7,0
0,1296,7,0
0,1297,21,0
0,1298,7,0
0,1299,7,0
0,1300,14,0
0,1301,7,0
0,1302,42,1
0,1303,7,0
0,1304,15,0
0,1305,7,0
0,1306,7,0
0,1307,15,0
0,1308,6,0
0,1309,7,0
0,1310,7,0
0,1311,47,0
0,1312,14,0
0,1313,7,0
0,1314,7,0
0,1315,75,0
0,1316,7,0
0,1317,24,1
0,1318,14,0
0,1319,7,0
0,1320,7,0
0,1321,15,0
0,1322,20,0
0,1323,7,0
0,1324,22,0
0,1325,13,0
0,1326,15,0
0,1327,7,0
0,1328,14,0
0,1329,15,0
0,1330,13,0
0,1331,7,0
0,1332,15,0
0,1333,28,0
0,1334,7,0
0,1335,30,0
0,1336,21,0
0,1337,21,0
0,1338,7,0
0,1339,14,0
0,1340,25,0
0,1341,13,0
0,1342,7,0
0,1343,7,0
0,1344,13,0
0,1345,7,0
0,1346,7,0
0,1347,26,0
0,1348,9,0
0,1349,52,1
0,1350,7,0
0,1351,7,0
0,1352,27,0
0,1353,7,0
0,1354,6,0
0,1355,13,0
0,1356,6,0
0,1357,7,0
0,1358,25,0
0,1359,7,0
0,1360,26,0
0,1361,13,0
0,1362,20,1
0,1363,22,0
0,1364,7,0
0,1365,13,0
0,1366,15,0
0,1367,23,0
0,1368,23,0
0,1369,24,0
0,1370,31,0
0,1371,14,0
0,1372,13,0
0,1373,18,1
0,1374,7,0
0,1375,47,0
0,1376,100,2
0,1377,22,1
0,1378,27,0
0,1379,7,0
0,1380,90,0
0,1381,15,0
0,1382,6,0
0,1383,7,0
0,1384,14,0
0,1385,6,0
0,1386,6,0
0,1387,35,0
0,1388,14,0
0,1389,21,1
0,1390,398,0
0,1391,6,0
0,1392,7,0
0,1393,20,0
0,1394,7,0
0,1395,7,0
0,1396,7,0
0,1397,7,0
0,1398,25,0
0,1399,23,0
0,1400,28,0
0,1401,7,0
0,1402,7,0
0,1403,49,1
0,1404,39,1
0,1405,27,0
0,1406,7,0
0,1407,7,0
0,1408,7,0
0,1409,22,1
0,1410,13,0
0,1411,23,1
0,1412,7,0
0,1413,7,0
0,1414,7,0
0,1415,7,0
0,1416,19,0
0,1417,15,0
0,1418,7,0
0,1419,7,0
0,1420,21,0
0,1421,7,0
0,1422,6,0
0,1423,22,0
0,1424,13,0
0,1425,14,0
0,1426,15,0
0,1427,64,0
0,1428,13,0
0,1429,7,0
0,1430,14,0
0,1431,125,0
0,1432,7,0
0,1433,27,0
0,1434,13,0
0,1435,6,0
0,1436,15,0
0,1437,40,0
0,1438,15,0
0,1439,32,1
0,1440,31,0
0,1441,15,0
0,1442,7,0
0,1443,39,1
0,1444,13,0
0,1445,7,0
0,1446,7,0
0,1447,7,0
0,1448,7,0
0,1449,7,0
0,1450,7,0
0,1451,7,0
0,1452,7,0
0,1453,6,0
0,1454,24,0
0,1455,13,0
0,1456,13,0
0,1457,7,0
0,1458,7,0
0,1459,16,0
0,1460,13,0
0,1461,7,0
0,1462,15,0
0,1463,13,0
0,1464,7,0
0,1465,7,0
0,1466,7,0
0,1467,49,0
0,1468,7,0
0,1469,30,0
0,1470,14,0
0,1471,7,0
0,1472,7,0
0,1473,7,0
0,1474,99,1
0,1475,7,0
0,1476,6,0
0,1477,23,0
0,1478,7,0
0,1479,7,0
0,1480,64,1
0,1481,21,0
0,1482,6,0
0,1483,14,0
0,1484,13,0
0,1485,7,0
0,1486,6,0
0,1487,13,0
0,1488,23,1
0,1489,7,0
0,1490,7,0
0,1491,7,0
0,1492,59,0
0,1493,36,1
0,1494,23,0
0,1495,15,0
0,1496,14,0
0,1497,7,0
0,1498,7,0
0,1499,7,0
0,1500,7,0
0,1501,7,0
0,1502,17,0
0,1503,27,0
0,1504,111,0
0,1505,7,0
0,1506,7,0
0,1507,7,0
0,1508,7,0
0,1509,26,1
0,1510,22,0
0,1511,7,0
0,1512,7,0
0,1513,6,0
0,1514,27,0
0,1515,33,0
0,1516,22,0
0,1517,7,0
0,1518,41,0
0,1519,7,0
0,1520,15,0
0,1521,13,0
0,1522,21,0
0,1523,6,0
0,1524,32,0
0,1525,7,0
0,1526,20,0
0,1527,7,0
0,1528,7,0
0,1529,15,0
0,1530,7,0
0,1531,7,0
0,1532,14,0
0,1533,13,0
0,1534,14,0
0,1535,6,0
0,1536,15,0
0,1537,7,0
0,1538,14,0
0,1539,7,0
0,1540,6,0
0,1541,7,0
0,1542,66,1
0,1543,7,0
0,1544,35,0
0,1545,7,0
0,1546,28,0
0,1547,95,0
0,1548,7,0
0,1549,14,0
0,1550,17,0
0,1551,22,0
0,1552,7,0
0,1553,7,0
0,1554,18,0
0,1555,7,0
0,1556,22,0
0,1557,27,0
0,1558,13,0
0,1559,6,0
0,1560,16,0
0,1561,15,0
0,1562,7,0
0,1563,159,2
0,1564,13,0
0,1565,32,0
0,1566,7,0
0,1567,7,0
0,1568,144,1
0,1569,13,0
0,1570,7,0
0,1571,184,0
0,1572,7,0
0,1573,25,0
0,1574,35,0
0,1575,7,0
0,1576,7,0
0,1577,7,0
0,1578,13,0
0,1579,7,0
0,1580,7,0
0,1581,8,0
0,1582,36,0
0,1583,7,0
0,1584,7,0
0,1585,7,0
0,1586,28,1
0,1587,14,0
0,1588,7,0
0,1589,7,0
0,1590,14,0
0,1591,61,0
0,1592,7,0
0,1593,7,0
0,1594,32,0
0,1595,280,1
0,1596,15,0
0,1597,34,0
0,1598,7,0
0,1599,6,0
0,1600,15,0
0,1601,7,0
0,1602,7,0
0,1603,7,0
0,1604,7,0
0,1605,7,0
0,1606,92,0
0,1607,7,0
0,1608,6,0
0,1609,6,0
0,1610,16,0
0,1611,7,0
0,1612,7,0
0,1613,52,0
0,1614,17,0
0,1615,13,0
0,1616,6,0
0,1617,13,0
0,1618,7,0
0,1619,7,0
0,1620,25,0
0,1621,6,0
0,1622,13,0
